reading_id,cutter_id,tunnel_distance,operating_hours,geological_type,cutter_position,advance_speed,revolution_rpm,working_pressure,earth_pressure,total_force,abrasivity_index,total_wear,wear_rate,wear_condition
2,face_outer_5,0.5,0.25,soft_clay,face_outer,53.7,8.9,187.0,70.0,446.0,2.0,0,0.0097,new
2,face_outer_6,0.5,0.25,soft_clay,face_outer,53.7,8.9,187.0,70.0,446.0,2.0,0,0.011,new
2,gauge_1,0.5,0.25,soft_clay,gauge,53.7,8.9,187.0,70.0,446.0,2.0,0.402,0.0166,new
2,gauge_2,0.5,0.25,soft_clay,gauge,53.7,8.9,187.0,70.0,446.0,2.0,0,0.0154,new
2,gauge_3,0.5,0.25,soft_clay,gauge,53.7,8.9,187.0,70.0,446.0,2.0,0.014,0.0193,new
2,gauge_4,0.5,0.25,soft_clay,gauge,53.7,8.9,187.0,70.0,446.0,2.0,0,0.0135,new
2,gauge_5,0.5,0.25,soft_clay,gauge,53.7,8.9,187.0,70.0,446.0,2.0,0.131,0.0136,new
2,gauge_6,0.5,0.25,soft_clay,gauge,53.7,8.9,187.0,70.0,446.0,2.0,0,0.018,new
2,back_reamer_1,0.5,0.25,soft_clay,back_reamer,53.7,8.9,187.0,70.0,446.0,2.0,0,0.0071,new
2,back_reamer_2,0.5,0.25,soft_clay,back_reamer,53.7,8.9,187.0,70.0,446.0,2.0,0.032,0.0103,new
2,back_reamer_3,0.5,0.25,soft_clay,back_reamer,53.7,8.9,187.0,70.0,446.0,2.0,0.363,0.0102,new
2,back_reamer_4,0.5,0.25,soft_clay,back_reamer,53.7,8.9,187.0,70.0,446.0,2.0,0.222,0.0069,new
2,back_reamer_5,0.5,0.25,soft_clay,back_reamer,53.7,8.9,187.0,70.0,446.0,2.0,0.039,0.0092,new
2,back_reamer_6,0.5,0.25,soft_clay,back_reamer,53.7,8.9,187.0,70.0,446.0,2.0,0.143,0.0078,new
3,face_center_1,1.0,0.5,soft_clay,face_center,37.2,8.3,177.0,94.0,475.0,2.0,0.007,0.0121,new
3,face_center_2,1.0,0.5,soft_clay,face_center,37.2,8.3,177.0,94.0,475.0,2.0,0.418,0.0116,new
3,face_center_3,1.0,0.5,soft_clay,face_center,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0153,new
3,face_center_4,1.0,0.5,soft_clay,face_center,37.2,8.3,177.0,94.0,475.0,2.0,0.116,0.0141,new
3,face_center_5,1.0,0.5,soft_clay,face_center,37.2,8.3,177.0,94.0,475.0,2.0,0.268,0.0115,new
3,face_center_6,1.0,0.5,soft_clay,face_center,37.2,8.3,177.0,94.0,475.0,2.0,0.285,0.0135,new
3,face_outer_1,1.0,0.5,soft_clay,face_outer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0112,new
3,face_outer_2,1.0,0.5,soft_clay,face_outer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0103,new
3,face_outer_3,1.0,0.5,soft_clay,face_outer,37.2,8.3,177.0,94.0,475.0,2.0,0.385,0.013,new
3,face_outer_4,1.0,0.5,soft_clay,face_outer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0126,new
3,face_outer_5,1.0,0.5,soft_clay,face_outer,37.2,8.3,177.0,94.0,475.0,2.0,0.383,0.0091,new
3,face_outer_6,1.0,0.5,soft_clay,face_outer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0131,new
3,gauge_1,1.0,0.5,soft_clay,gauge,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0166,new
3,gauge_2,1.0,0.5,soft_clay,gauge,37.2,8.3,177.0,94.0,475.0,2.0,0.275,0.0184,new
3,gauge_3,1.0,0.5,soft_clay,gauge,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0142,new
3,gauge_4,1.0,0.5,soft_clay,gauge,37.2,8.3,177.0,94.0,475.0,2.0,0,0.017,new
3,gauge_5,1.0,0.5,soft_clay,gauge,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0191,new
3,gauge_6,1.0,0.5,soft_clay,gauge,37.2,8.3,177.0,94.0,475.0,2.0,0.047,0.0147,new
3,back_reamer_1,1.0,0.5,soft_clay,back_reamer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0097,new
3,back_reamer_2,1.0,0.5,soft_clay,back_reamer,37.2,8.3,177.0,94.0,475.0,2.0,0.499,0.0082,new
3,back_reamer_3,1.0,0.5,soft_clay,back_reamer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0094,new
3,back_reamer_4,1.0,0.5,soft_clay,back_reamer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0089,new
3,back_reamer_5,1.0,0.5,soft_clay,back_reamer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0079,new
3,back_reamer_6,1.0,0.5,soft_clay,back_reamer,37.2,8.3,177.0,94.0,475.0,2.0,0,0.0092,new
4,face_center_1,1.5,0.75,soft_clay,face_center,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0126,new
4,face_center_2,1.5,0.75,soft_clay,face_center,39.4,7.2,188.0,72.0,481.0,2.0,0.176,0.0099,new
4,face_center_3,1.5,0.75,soft_clay,face_center,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0097,new
4,face_center_4,1.5,0.75,soft_clay,face_center,39.4,7.2,188.0,72.0,481.0,2.0,0.081,0.0129,new
4,face_center_5,1.5,0.75,soft_clay,face_center,39.4,7.2,188.0,72.0,481.0,2.0,0.293,0.0109,new
4,face_center_6,1.5,0.75,soft_clay,face_center,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0124,new
4,face_outer_1,1.5,0.75,soft_clay,face_outer,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0077,new
4,face_outer_2,1.5,0.75,soft_clay,face_outer,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0089,new
4,face_outer_3,1.5,0.75,soft_clay,face_outer,39.4,7.2,188.0,72.0,481.0,2.0,0.181,0.01,new
4,face_outer_4,1.5,0.75,soft_clay,face_outer,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0109,new
4,face_outer_5,1.5,0.75,soft_clay,face_outer,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0088,new
4,face_outer_6,1.5,0.75,soft_clay,face_outer,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0105,new
4,gauge_1,1.5,0.75,soft_clay,gauge,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0121,new
4,gauge_2,1.5,0.75,soft_clay,gauge,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0133,new
4,gauge_3,1.5,0.75,soft_clay,gauge,39.4,7.2,188.0,72.0,481.0,2.0,0.433,0.0124,new
4,gauge_4,1.5,0.75,soft_clay,gauge,39.4,7.2,188.0,72.0,481.0,2.0,0.371,0.0134,new
4,gauge_5,1.5,0.75,soft_clay,gauge,39.4,7.2,188.0,72.0,481.0,2.0,0,0.014,new
4,gauge_6,1.5,0.75,soft_clay,gauge,39.4,7.2,188.0,72.0,481.0,2.0,0.348,0.0165,new
4,back_reamer_1,1.5,0.75,soft_clay,back_reamer,39.4,7.2,188.0,72.0,481.0,2.0,0.433,0.0087,new
4,back_reamer_2,1.5,0.75,soft_clay,back_reamer,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0084,new
4,back_reamer_3,1.5,0.75,soft_clay,back_reamer,39.4,7.2,188.0,72.0,481.0,2.0,0,0.0073,new
4,back_reamer_4,1.5,0.75,soft_clay,back_reamer,39.4,7.2,188.0,72.0,481.0,2.0,0,0.007,new
4,back_reamer_5,1.5,0.75,soft_clay,back_reamer,39.4,7.2,188.0,72.0,481.0,2.0,0.491,0.007,new
4,back_reamer_6,1.5,0.75,soft_clay,back_reamer,39.4,7.2,188.0,72.0,481.0,2.0,0.289,0.0066,new
5,face_center_1,2.0,1.0,soft_clay,face_center,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0146,new
5,face_center_2,2.0,1.0,soft_clay,face_center,44.1,8.3,207.0,95.0,411.0,2.0,0.481,0.0123,new
5,face_center_3,2.0,1.0,soft_clay,face_center,44.1,8.3,207.0,95.0,411.0,2.0,0.056,0.0138,new
5,face_center_4,2.0,1.0,soft_clay,face_center,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0147,new
5,face_center_5,2.0,1.0,soft_clay,face_center,44.1,8.3,207.0,95.0,411.0,2.0,0.017,0.0139,new
5,face_center_6,2.0,1.0,soft_clay,face_center,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0153,new
5,face_outer_1,2.0,1.0,soft_clay,face_outer,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0132,new
5,face_outer_2,2.0,1.0,soft_clay,face_outer,44.1,8.3,207.0,95.0,411.0,2.0,0.105,0.0098,new
5,face_outer_3,2.0,1.0,soft_clay,face_outer,44.1,8.3,207.0,95.0,411.0,2.0,0,0.012,new
5,face_outer_4,2.0,1.0,soft_clay,face_outer,44.1,8.3,207.0,95.0,411.0,2.0,0.4,0.0095,new
5,face_outer_5,2.0,1.0,soft_clay,face_outer,44.1,8.3,207.0,95.0,411.0,2.0,0.105,0.01,new
5,face_outer_6,2.0,1.0,soft_clay,face_outer,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0117,new
5,gauge_1,2.0,1.0,soft_clay,gauge,44.1,8.3,207.0,95.0,411.0,2.0,0.04,0.0173,new
5,gauge_2,2.0,1.0,soft_clay,gauge,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0197,new
5,gauge_3,2.0,1.0,soft_clay,gauge,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0182,new
5,gauge_4,2.0,1.0,soft_clay,gauge,44.1,8.3,207.0,95.0,411.0,2.0,0.188,0.0161,new
5,gauge_5,2.0,1.0,soft_clay,gauge,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0154,new
5,gauge_6,2.0,1.0,soft_clay,gauge,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0184,new
5,back_reamer_1,2.0,1.0,soft_clay,back_reamer,44.1,8.3,207.0,95.0,411.0,2.0,0.507,0.0088,new
5,back_reamer_2,2.0,1.0,soft_clay,back_reamer,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0107,new
5,back_reamer_3,2.0,1.0,soft_clay,back_reamer,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0079,new
5,back_reamer_4,2.0,1.0,soft_clay,back_reamer,44.1,8.3,207.0,95.0,411.0,2.0,0.391,0.0105,new
5,back_reamer_5,2.0,1.0,soft_clay,back_reamer,44.1,8.3,207.0,95.0,411.0,2.0,0,0.0103,new
5,back_reamer_6,2.0,1.0,soft_clay,back_reamer,44.1,8.3,207.0,95.0,411.0,2.0,0.341,0.0077,new
6,face_center_1,2.5,1.25,soft_clay,face_center,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0125,new
6,face_center_2,2.5,1.25,soft_clay,face_center,49.1,8.8,209.0,85.0,302.0,2.0,0.454,0.0118,new
6,face_center_3,2.5,1.25,soft_clay,face_center,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0094,new
6,face_center_4,2.5,1.25,soft_clay,face_center,49.1,8.8,209.0,85.0,302.0,2.0,0.065,0.0093,new
6,face_center_5,2.5,1.25,soft_clay,face_center,49.1,8.8,209.0,85.0,302.0,2.0,0.117,0.0101,new
6,face_center_6,2.5,1.25,soft_clay,face_center,49.1,8.8,209.0,85.0,302.0,2.0,0,0.012,new
6,face_outer_1,2.5,1.25,soft_clay,face_outer,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0097,new
6,face_outer_2,2.5,1.25,soft_clay,face_outer,49.1,8.8,209.0,85.0,302.0,2.0,0.417,0.0092,new
6,face_outer_3,2.5,1.25,soft_clay,face_outer,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0105,new
6,face_outer_4,2.5,1.25,soft_clay,face_outer,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0089,new
6,face_outer_5,2.5,1.25,soft_clay,face_outer,49.1,8.8,209.0,85.0,302.0,2.0,0.28,0.0074,new
6,face_outer_6,2.5,1.25,soft_clay,face_outer,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0097,new
6,gauge_1,2.5,1.25,soft_clay,gauge,49.1,8.8,209.0,85.0,302.0,2.0,0.071,0.0152,new
6,gauge_2,2.5,1.25,soft_clay,gauge,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0134,new
6,gauge_3,2.5,1.25,soft_clay,gauge,49.1,8.8,209.0,85.0,302.0,2.0,0.397,0.0115,new
6,gauge_4,2.5,1.25,soft_clay,gauge,49.1,8.8,209.0,85.0,302.0,2.0,0.066,0.0161,new
6,gauge_5,2.5,1.25,soft_clay,gauge,49.1,8.8,209.0,85.0,302.0,2.0,0.102,0.0157,new
6,gauge_6,2.5,1.25,soft_clay,gauge,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0119,new
6,back_reamer_1,2.5,1.25,soft_clay,back_reamer,49.1,8.8,209.0,85.0,302.0,2.0,0.407,0.0068,new
6,back_reamer_2,2.5,1.25,soft_clay,back_reamer,49.1,8.8,209.0,85.0,302.0,2.0,0.371,0.0082,new
6,back_reamer_3,2.5,1.25,soft_clay,back_reamer,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0085,new
6,back_reamer_4,2.5,1.25,soft_clay,back_reamer,49.1,8.8,209.0,85.0,302.0,2.0,0,0.0066,new
6,back_reamer_5,2.5,1.25,soft_clay,back_reamer,49.1,8.8,209.0,85.0,302.0,2.0,0.394,0.0082,new
6,back_reamer_6,2.5,1.25,soft_clay,back_reamer,49.1,8.8,209.0,85.0,302.0,2.0,0.13,0.0071,new
7,face_center_1,3.0,1.5,soft_clay,face_center,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0161,new
7,face_center_2,3.0,1.5,soft_clay,face_center,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0153,new
7,face_center_3,3.0,1.5,soft_clay,face_center,38.1,9.8,202.0,94.0,462.0,2.0,0.327,0.0164,new
7,face_center_4,3.0,1.5,soft_clay,face_center,38.1,9.8,202.0,94.0,462.0,2.0,0.335,0.016,new
7,face_center_5,3.0,1.5,soft_clay,face_center,38.1,9.8,202.0,94.0,462.0,2.0,0.306,0.0127,new
7,face_center_6,3.0,1.5,soft_clay,face_center,38.1,9.8,202.0,94.0,462.0,2.0,0.39,0.0118,new
7,face_outer_1,3.0,1.5,soft_clay,face_outer,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0133,new
7,face_outer_2,3.0,1.5,soft_clay,face_outer,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0131,new
7,face_outer_3,3.0,1.5,soft_clay,face_outer,38.1,9.8,202.0,94.0,462.0,2.0,0.311,0.0108,new
7,face_outer_4,3.0,1.5,soft_clay,face_outer,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0104,new
7,face_outer_5,3.0,1.5,soft_clay,face_outer,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0102,new
7,face_outer_6,3.0,1.5,soft_clay,face_outer,38.1,9.8,202.0,94.0,462.0,2.0,0.487,0.0134,new
7,gauge_1,3.0,1.5,soft_clay,gauge,38.1,9.8,202.0,94.0,462.0,2.0,0.165,0.016,new
7,gauge_2,3.0,1.5,soft_clay,gauge,38.1,9.8,202.0,94.0,462.0,2.0,0.506,0.0168,new
7,gauge_3,3.0,1.5,soft_clay,gauge,38.1,9.8,202.0,94.0,462.0,2.0,0.466,0.0178,new
7,gauge_4,3.0,1.5,soft_clay,gauge,38.1,9.8,202.0,94.0,462.0,2.0,0.493,0.0148,new
7,gauge_5,3.0,1.5,soft_clay,gauge,38.1,9.8,202.0,94.0,462.0,2.0,0.485,0.0153,new
7,gauge_6,3.0,1.5,soft_clay,gauge,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0159,new
7,back_reamer_1,3.0,1.5,soft_clay,back_reamer,38.1,9.8,202.0,94.0,462.0,2.0,0.242,0.0091,new
7,back_reamer_2,3.0,1.5,soft_clay,back_reamer,38.1,9.8,202.0,94.0,462.0,2.0,0.119,0.0086,new
7,back_reamer_3,3.0,1.5,soft_clay,back_reamer,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0094,new
7,back_reamer_4,3.0,1.5,soft_clay,back_reamer,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0096,new
7,back_reamer_5,3.0,1.5,soft_clay,back_reamer,38.1,9.8,202.0,94.0,462.0,2.0,0,0.0101,new
7,back_reamer_6,3.0,1.5,soft_clay,back_reamer,38.1,9.8,202.0,94.0,462.0,2.0,0.055,0.0109,new
8,face_center_1,3.5,1.75,soft_clay,face_center,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0114,new
8,face_center_2,3.5,1.75,soft_clay,face_center,49.4,9.2,190.0,76.0,314.0,2.0,0.365,0.0099,new
8,face_center_3,3.5,1.75,soft_clay,face_center,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0116,new
8,face_center_4,3.5,1.75,soft_clay,face_center,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0099,new
8,face_center_5,3.5,1.75,soft_clay,face_center,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0103,new
8,face_center_6,3.5,1.75,soft_clay,face_center,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0091,new
8,face_outer_1,3.5,1.75,soft_clay,face_outer,49.4,9.2,190.0,76.0,314.0,2.0,0.196,0.0105,new
8,face_outer_2,3.5,1.75,soft_clay,face_outer,49.4,9.2,190.0,76.0,314.0,2.0,0.134,0.0103,new
8,face_outer_3,3.5,1.75,soft_clay,face_outer,49.4,9.2,190.0,76.0,314.0,2.0,0.062,0.0082,new
8,face_outer_4,3.5,1.75,soft_clay,face_outer,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0071,new
8,face_outer_5,3.5,1.75,soft_clay,face_outer,49.4,9.2,190.0,76.0,314.0,2.0,0.095,0.0086,new
8,face_outer_6,3.5,1.75,soft_clay,face_outer,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0094,new
8,gauge_1,3.5,1.75,soft_clay,gauge,49.4,9.2,190.0,76.0,314.0,2.0,0,0.013,new
8,gauge_2,3.5,1.75,soft_clay,gauge,49.4,9.2,190.0,76.0,314.0,2.0,0.424,0.0132,new
8,gauge_3,3.5,1.75,soft_clay,gauge,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0149,new
8,gauge_4,3.5,1.75,soft_clay,gauge,49.4,9.2,190.0,76.0,314.0,2.0,0.035,0.0111,new
8,gauge_5,3.5,1.75,soft_clay,gauge,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0141,new
8,gauge_6,3.5,1.75,soft_clay,gauge,49.4,9.2,190.0,76.0,314.0,2.0,0.277,0.015,new
8,back_reamer_1,3.5,1.75,soft_clay,back_reamer,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0076,new
8,back_reamer_2,3.5,1.75,soft_clay,back_reamer,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0063,new
8,back_reamer_3,3.5,1.75,soft_clay,back_reamer,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0064,new
8,back_reamer_4,3.5,1.75,soft_clay,back_reamer,49.4,9.2,190.0,76.0,314.0,2.0,0,0.0081,new
8,back_reamer_5,3.5,1.75,soft_clay,back_reamer,49.4,9.2,190.0,76.0,314.0,2.0,0.142,0.0069,new
8,back_reamer_6,3.5,1.75,soft_clay,back_reamer,49.4,9.2,190.0,76.0,314.0,2.0,0.207,0.0062,new
9,face_center_1,4.0,2.0,soft_clay,face_center,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0119,new
9,face_center_2,4.0,2.0,soft_clay,face_center,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0104,new
9,face_center_3,4.0,2.0,soft_clay,face_center,44.9,7.7,189.0,65.0,450.0,2.0,0.043,0.0127,new
9,face_center_4,4.0,2.0,soft_clay,face_center,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0088,new
9,face_center_5,4.0,2.0,soft_clay,face_center,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0123,new
9,face_center_6,4.0,2.0,soft_clay,face_center,44.9,7.7,189.0,65.0,450.0,2.0,0.192,0.0121,new
9,face_outer_1,4.0,2.0,soft_clay,face_outer,44.9,7.7,189.0,65.0,450.0,2.0,0.117,0.0107,new
9,face_outer_2,4.0,2.0,soft_clay,face_outer,44.9,7.7,189.0,65.0,450.0,2.0,0.413,0.0106,new
9,face_outer_3,4.0,2.0,soft_clay,face_outer,44.9,7.7,189.0,65.0,450.0,2.0,0.238,0.0094,new
9,face_outer_4,4.0,2.0,soft_clay,face_outer,44.9,7.7,189.0,65.0,450.0,2.0,0.349,0.009,new
9,face_outer_5,4.0,2.0,soft_clay,face_outer,44.9,7.7,189.0,65.0,450.0,2.0,0.415,0.0091,new
9,face_outer_6,4.0,2.0,soft_clay,face_outer,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0098,new
9,gauge_1,4.0,2.0,soft_clay,gauge,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0122,new
9,gauge_2,4.0,2.0,soft_clay,gauge,44.9,7.7,189.0,65.0,450.0,2.0,0.294,0.0142,new
9,gauge_3,4.0,2.0,soft_clay,gauge,44.9,7.7,189.0,65.0,450.0,2.0,0.154,0.0136,new
9,gauge_4,4.0,2.0,soft_clay,gauge,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0122,new
9,gauge_5,4.0,2.0,soft_clay,gauge,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0123,new
9,gauge_6,4.0,2.0,soft_clay,gauge,44.9,7.7,189.0,65.0,450.0,2.0,0.065,0.0125,new
9,back_reamer_1,4.0,2.0,soft_clay,back_reamer,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0061,new
9,back_reamer_2,4.0,2.0,soft_clay,back_reamer,44.9,7.7,189.0,65.0,450.0,2.0,0.222,0.0077,new
9,back_reamer_3,4.0,2.0,soft_clay,back_reamer,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0059,new
9,back_reamer_4,4.0,2.0,soft_clay,back_reamer,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0073,new
9,back_reamer_5,4.0,2.0,soft_clay,back_reamer,44.9,7.7,189.0,65.0,450.0,2.0,0,0.0063,new
9,back_reamer_6,4.0,2.0,soft_clay,back_reamer,44.9,7.7,189.0,65.0,450.0,2.0,0.101,0.0083,new
10,face_center_1,4.5,2.25,soft_clay,face_center,48.9,9.6,196.0,76.0,301.0,2.0,0.276,0.0099,new
10,face_center_2,4.5,2.25,soft_clay,face_center,48.9,9.6,196.0,76.0,301.0,2.0,0.48,0.012,new
10,face_center_3,4.5,2.25,soft_clay,face_center,48.9,9.6,196.0,76.0,301.0,2.0,0.27,0.0102,new
10,face_center_4,4.5,2.25,soft_clay,face_center,48.9,9.6,196.0,76.0,301.0,2.0,0.127,0.0107,new
10,face_center_5,4.5,2.25,soft_clay,face_center,48.9,9.6,196.0,76.0,301.0,2.0,0,0.0093,new
10,face_center_6,4.5,2.25,soft_clay,face_center,48.9,9.6,196.0,76.0,301.0,2.0,0,0.0103,new
10,face_outer_1,4.5,2.25,soft_clay,face_outer,48.9,9.6,196.0,76.0,301.0,2.0,0.198,0.0082,new
10,face_outer_2,4.5,2.25,soft_clay,face_outer,48.9,9.6,196.0,76.0,301.0,2.0,0,0.0084,new
10,face_outer_3,4.5,2.25,soft_clay,face_outer,48.9,9.6,196.0,76.0,301.0,2.0,0,0.0087,new
